# 検証を通ったキャラクター紹介ポスト。x_posts.py verify が書く。
# 公式アカウントの投稿で、本文にキャラ名が出るものだけが入る。
cid	vid	character	account	status_url	kind	checked_at	note
c48327	v18159	在間 虚	@kk_shirayuki	https://x.com/kk_shirayuki/status/776605364666134529	フルネーム	2026-09-10	要確認 ｜ 【鏡界の白雪～同居人組～】イラストレーター：キナコ■在間虚　：ＣＶ.逢坂良太■王崎眞記：ＣＶ.森川智之　#鏡界 pic.
c48328	v18159	王崎 眞記	@kk_shirayuki	https://x.com/kk_shirayuki/status/776605364666134529	フルネーム	2026-09-10	要確認 ｜ 【鏡界の白雪～同居人組～】イラストレーター：キナコ■在間虚　：ＣＶ.逢坂良太■王崎眞記：ＣＶ.森川智之　#鏡界 pic.
c39729	v18160	星野 市香	@CM_otomate	https://x.com/CM_otomate/status/2089549250250301781	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】星野 市香（※名前のみ変更可能）21歳。 警察官になって半年の新人。新宿署の地域課・特殊地域防犯対策
c39730	v18160	柳 愛時	@CM_otomate	https://x.com/CM_otomate/status/1698906297960206364	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39730	v18160	柳 愛時	@CM_otomate	https://x.com/CM_otomate/status/1566650084422340608	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39730	v18160	柳 愛時	@CM_otomate	https://x.com/CM_otomate/status/2089549370668798445	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】柳 愛時（cv #森田成一）28歳。元警視庁・捜査一課にいたが離職し、独自でX-Day事件を追う。思
c39731	v18160	岡崎 契	@CM_otomate	https://x.com/CM_otomate/status/1628228087111352322	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39731	v18160	岡崎 契	@CM_otomate	https://x.com/CM_otomate/status/1231062208873816066	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39731	v18160	岡崎 契	@CM_otomate	https://x.com/CM_otomate/status/2089549472582029552	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】岡崎 契（cv #梶裕貴）26歳。 神出鬼没な警備部警護課――SP。おっとりとした性格で、言動もマイ
c39732	v18160	榎本 峰雄	@CM_otomate	https://x.com/CM_otomate/status/1250999450337599488	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39732	v18160	榎本 峰雄	@CM_otomate	https://x.com/CM_otomate/status/2089549564017852766	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】榎本 峰雄（cv #斉藤壮馬）23歳。元は新宿署・第二機動捜査隊にいた。直情型で猪突猛進。良くも悪く
c39733	v18160	笹塚 尊	@CM_otomate	https://x.com/CM_otomate/status/1666648745490931712	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39733	v18160	笹塚 尊	@CM_otomate	https://x.com/CM_otomate/status/1269931628035362816	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39733	v18160	笹塚 尊	@CM_otomate	https://x.com/CM_otomate/status/2089549676882301082	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】笹塚 尊（cv #浪川大輔）24歳。元は警視庁サイバー犯罪対策課にいた。数ヶ月で離職している。頭は良
c39734	v18160	白石 景之	@CM_otomate	https://x.com/CM_otomate/status/1209315778949865475	誕生日	2026-09-10	過去セッション収集ぶんを復元
c39734	v18160	白石 景之	@CM_otomate	https://x.com/CM_otomate/status/2089549776400613646	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】白石 景之（cv #木村良平）29歳。科捜研所属。物品の解析や鑑定が専門。プロファイリングも得意とし
c42686	v18161	肆形 有比	@suran_digit	https://x.com/suran_digit/status/1923287303398596662	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】👻🐈‍⬛👽次期オカルト部部長🍥🍜🤍肆形 有比 CV鈴木 達央｡+★+｡｡+★+｡｡+★+｡｡+★+｡
c42687	v18161	陸平 崇樹	@suran_digit	https://x.com/suran_digit/status/1924374467159232577	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】🐨📚🗣️あなたのお声を聞かせて下さい📖🍙💜陸平 崇樹 CV興津 和幸｡+★+｡｡+★+｡｡+★+｡｡
c42688	v18161	漆原 景太郎	@suran_digit	https://x.com/suran_digit/status/1924736859172991429	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】🧡🎾☺️平凡で人畜無害な好青年（棒）🗺️❤️‍🩹🎭漆原 景太郎 CV前野 智昭｡+★+｡｡+★+｡｡
c42689	v18161	玖折 巡	@suran_digit	https://x.com/suran_digit/status/1925824142625919211	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター紹介】☠️😈🗯️新たなジャンルを確立☔️🍣💚玖折 巡 CV森田 成一｡+★+｡｡+★+｡｡+★+｡｡+★+
c50717	v18162	迦具土 ヒノ	@7scarlet_info	https://x.com/7scarlet_info/status/894818333014450177	フルネーム	2026-09-10	過去セッション収集ぶんを復元
c50717	v18162	迦具土 ヒノ	@7scarlet_info	https://x.com/7scarlet_info/status/774161443717419008	アイコン配布	2026-09-10	手入力（名前が部分一致） ｜ 手で指定 ｜ 【スペシャルプレゼント】セブスカの応援、いつもありがとうございます！　ささやかですが、感謝の気持ちを込めて、セブスカツイ
c50718	v18162	甘梨 イソラ	@7scarlet_info	https://x.com/7scarlet_info/status/894817907556761600	フルネーム	2026-09-10	過去セッション収集ぶんを復元
c50718	v18162	甘梨 イソラ	@7scarlet_info	https://x.com/7scarlet_info/status/774162134301220864	アイコン配布	2026-09-10	手入力（名前が部分一致） ｜ 手で指定 ｜ 【スペシャルプレゼント】セブスカツイッター限定の『推しアイコン』を配布中！イソラ！#セブスカ pic.twitter.c
c50719	v18162	櫛奈雫 トア	@7scarlet_info	https://x.com/7scarlet_info/status/894818608181673984	フルネーム	2026-09-10	過去セッション収集ぶんを復元
c50719	v18162	櫛奈雫 トア	@7scarlet_info	https://x.com/7scarlet_info/status/774162557573603328	アイコン配布	2026-09-10	手入力（名前が部分一致） ｜ 手で指定 ｜ 【スペシャルプレゼント】セブスカツイッター限定の『推しアイコン』を配布中！トア！#セブスカ pic.twitter.co
c50728	v18162	建比良 ソウスケ	@7scarlet_info	https://x.com/7scarlet_info/status/774162782270861312	アイコン配布	2026-09-10	手入力（名前が部分一致） ｜ 手で指定 ｜ 【スペシャルプレゼント】セブスカツイッター限定の『推しアイコン』を配布中！ソウスケ！#セブスカ pic.twitter.
c50733	v18162	叢雲 ユヅキ	@7scarlet_info	https://x.com/7scarlet_info/status/774162957617946625	アイコン配布	2026-09-10	手入力（名前が部分一致） ｜ 手で指定 ｜ 【スペシャルプレゼント】セブスカツイッター限定の『推しアイコン』を配布中！ユヅキ！#セブスカ pic.twitter.c
c50910	v18162	ハナテ	@7scarlet_info	https://x.com/7scarlet_info/status/774163170424295424	アイコン配布	2026-09-10	手で指定 ｜ 【スペシャルプレゼント】セブスカツイッター限定の『推しアイコン』を配布中！ハナテ！#セブスカ pic.twitter.c
c39082	v18163	尾崎 隼人	@nilad_otomate	https://x.com/nilad_otomate/status/2046559583695511814	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐏𝐌 𝟐𝟏：𝟎𝟎 ⟫尾崎
c39083	v18163	鴻上 滉	@nilad_otomate	https://x.com/nilad_otomate/status/2046468983272980736	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐏𝐌 𝟏𝟓：𝟎𝟎 ⟫鴻上
c39083	v18163	鴻上 滉	@nilad_otomate	https://x.com/nilad_otomate/status/1914272909524373639	フルネーム	2026-09-10	紹介らしい ｜ 【ニル・アドミラリの天秤 ⚖９周年】～20時の恋人たち～鴻上 滉（CV： #岡本信彦）#ニルアド #Nilad #オトメ
c39084	v18163	星川 翡翠	@nilad_otomate	https://x.com/nilad_otomate/status/2046499176997888280	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐏𝐌 𝟏𝟕：𝟎𝟎 ⟫星川
c39085	v18163	鵜飼 昌吾	@nilad_otomate	https://x.com/nilad_otomate/status/2046529376880402487	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐏𝐌 𝟏𝟗：𝟎𝟎 ⟫鵜飼
c39085	v18163	鵜飼 昌吾	@nilad_otomate	https://x.com/nilad_otomate/status/895471633183391744	その他	2026-09-10	紹介らしい ｜ 【製品情報】新キャラクター紹介鵺野桐彦（CV.松岡禎丞）鵜飼昌造（CV.荻野晴朗）ハンス・ハメル（CV.利根健太朗）ht
c39086	v18163	汀 紫鶴	@nilad_otomate	https://x.com/nilad_otomate/status/2046423685603500229	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐏𝐌 𝟏𝟐：𝟎𝟎 ⟫汀
c39087	v18163	鷺澤 累	@nilad_otomate	https://x.com/nilad_otomate/status/2046393479081685239	フルネーム	2026-09-10	要確認 ｜ ⚖ 𝙻𝚒𝚋𝚛𝚊 𝚘𝚏 𝙽𝚒𝚕 𝙰𝚍𝚖𝚒𝚛𝚊𝚛𝚒　　　　　𝟙𝟘𝚝𝚑 𝙰𝚗𝚗𝚒𝚟𝚎𝚛𝚜𝚊𝚛𝚢 🪶⟪ 𝐀𝐌 𝟏𝟎：𝟎𝟎 ⟫鷺澤
c39087	v18163	鷺澤 累	@nilad_otomate	https://x.com/nilad_otomate/status/1914257807940935822	フルネーム	2026-09-10	紹介らしい ｜ 【ニル・アドミラリの天秤 ⚖９周年】～19時の恋人たち～鷺澤 累（CV： #櫻井孝宏）#ニルアド #Nilad #オトメ
c48968	v18164	リーゼ	@Verite_otomate	https://x.com/Verite_otomate/status/790486897772507137	プロフィール	2026-09-10	紹介らしい ｜ 【隠しキャラクター紹介⑥】エルザ（CV:石井ゆかり）※オリジナルキャラクター※平民出身のエルザに、リーゼ（主人公）は親近
c50766	v18164	ロベスピエール	@Verite_otomate	https://x.com/Verite_otomate/status/789273515446837248	プロフィール	2026-09-10	紹介らしい ｜ 【隠しキャラクター紹介⑤】サン・ジュスト（CV：田丸篤志）フランス革命時、ロベスピエールの右腕として活躍した人。革命の大
c54535	v18164	ロゼール 伯爵	@Verite_otomate	https://x.com/Verite_otomate/status/791219393149620224	プロフィール	2026-09-10	紹介らしい ｜ 【隠しキャラクター紹介⑧】ロゼール伯爵（CV：藤 真秀）※オリジナルキャラクター＆隠し攻略対象※謎多き錬金術師です。#ヴ
c42154	v18432	鉤貫 レム	@DwD_info	https://x.com/DwD_info/status/798903457277054976	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】本日11月17日は四皇學園生徒会会長・鉤貫レム様の誕生日！ 冷酷無比なアクマのレム様です
c42154	v18432	鉤貫 レム	@DwD_info	https://x.com/DwD_info/status/931175023502643201	誕生日	2026-09-10	要確認 ｜ 🎂💙Happy Birthday Rem💙🎂本日11月17日は、冷酷無比に見えて心優しい魔界のプリンス、レムのお誕生日で
c42156	v18432	立華 リンド	@DwD_info	https://x.com/DwD_info/status/837316585589194753	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】本日3月3日はひなまつり、そしてリンド兄さんの誕生日です！最近のイベントでは不遇な場面も
c42156	v18432	立華 リンド	@DwD_info	https://x.com/DwD_info/status/969588139718094853	誕生日	2026-09-10	要確認 ｜ 🎂HAPPY BIRTHDAY🎂本日は、強くて頼りになるお兄さん、リンドのお誕生日です💖メッセージボードをご準備しました
c42158	v18432	楚神 ウリエ	@DwD_info	https://x.com/DwD_info/status/824632997785718784	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】本日1月27日は四皇學園生徒会副会長・楚神ウリエのお誕生日！ 甘ーい言葉が魅力のウリエで
c42158	v18432	楚神 ウリエ	@DwD_info	https://x.com/DwD_info/status/956904580096421889	販促	2026-09-10	要確認 ｜ 🎂💓Happy Birthday Urie💓🎂本日1月27日は女性の心を掴んで離さないエリートアクマ、ウリエのお誕生日で
c42159	v18432	南那城 メイジ	@DwD_info	https://x.com/DwD_info/status/896385803034611712	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】本日8月13日はみんなの兄貴分な生徒会書記・南那城メィジのお誕生日！メィジのお誕生日をお
c42160	v18432	棗坂シキ	@DwD_info	https://x.com/DwD_info/status/870296175328452608	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】本日6月2日は壊すのも壊されるのも好きな生徒会会計・棗坂シキのお誕生日！シキのお誕生日を
c42161	v18432	ローエン	@DwD_info	https://x.com/DwD_info/status/850362659006365696	誕生日	2026-09-10	要確認 ｜ 【HAPPY BIRTHDAY】改めまして、本日4月8日は魔界のケルベロス・ローエンのお誕生日！可愛い顔で皮肉っぽい物言
c154284	v18641	前田 慶次	@sengoku_eien	https://x.com/sengoku_eien/status/1958469880438534241	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【猫かぶり✕傾奇者】⚔️ 前田慶次 ⚔️（CV #沢城千春 ）「へーえ、気概のある女じゃねえ
c154285	v18641	直江 兼続	@sengoku_eien	https://x.com/sengoku_eien/status/1958831763578659191	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【ストイック✕激情家】⚔️ 直江兼続 ⚔️（CV #中川晃教 ）「もう少し頭を使え、猿じゃな
c154286	v18641	帰蝶	@sengoku_eien	https://x.com/sengoku_eien/status/1959571638896501146	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【完璧主義✕盲愛】⚔️ 帰蝶 ⚔️（CV #梶裕貴 ）「退け。俺の道行きを邪魔するな」新アプ
c154287	v18641	毛利 元就	@sengoku_eien	https://x.com/sengoku_eien/status/1959571890994819199	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【海賊×悪の華】⚔️ 毛利元就 ⚔️（CV #小西克幸 ）「愉しく笑って、すべてをぶっ壊す。
c156600	v18641	足利 義輝	@sengoku_eien	https://x.com/sengoku_eien/status/1959933776672555429	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【人形×執着】⚔️ 足利義輝 ⚔️（CV #山下大輝 ）「俺と一緒に来て。永遠の安寧――理想
c156601	v18641	松永 久秀	@sengoku_eien	https://x.com/sengoku_eien/status/1959934027366006786	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【色香×不道徳】⚔️ 松永久秀 ⚔️（CV #坂田将吾 ）「裏切られたくなければ、常に強者で
c156602	v18641	黒田 官兵衛	@sengoku_eien	https://x.com/sengoku_eien/status/1960296174423810482	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【善意の支配者×愛玩】⚔️ 黒田官兵衛 ⚔️（CV #佐藤拓也 ）「人間は皆、可愛い。その中
c156603	v18641	霧隠 才蔵	@sengoku_eien	https://x.com/sengoku_eien/status/1959934279057629550	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【死にたがり×魔物】⚔️ 霧隠才蔵 ⚔️（CV #小林千晃 ）「ああ、また生き残ってしまった
c156604	v18641	千 利休	@sengoku_eien	https://x.com/sengoku_eien/status/1960296414824583432	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【サイコパス×異常愛】⚔️ 千利休 ⚔️（CV #堂島颯人 ）「さあ、屍の山の上に理想郷の門
c58352	v18641	織田 信長	@sengoku_eien	https://x.com/sengoku_eien/status/1958121845766402489	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【ドS×唯我独尊】 ⚔️ 織田信長 ⚔️（CV #杉田智和 ）「貴様、天下人の女になる気はな
c58353	v18641	伊達 政宗	@sengoku_eien	https://x.com/sengoku_eien/status/1958122087756996900	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【破天荒×快楽主義者】 ⚔️ 伊達政宗 ⚔️（CV #加藤和樹 ）「退屈させるなよ。俺を、満
c58354	v18641	豊臣 秀吉	@sengoku_eien	https://x.com/sengoku_eien/status/1958122339792568668	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【モテ男×兄貴肌】⚔️ 豊臣秀吉 ⚔️（CV #鳥海浩輔 ）「俺の言うこと、ちゃんと聞けよ？
c58355	v18641	徳川 家康	@sengoku_eien	https://x.com/sengoku_eien/status/1958122591484571673	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【野心家×天邪鬼】⚔️ 徳川家康 ⚔️（CV #増田俊樹 ）「勝手にすれば。弱いやつには、興
c58356	v18641	明智 光秀	@sengoku_eien	https://x.com/sengoku_eien/status/1958469128047431972	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【ミステリアス×意地悪】⚔️ 明智光秀 ⚔️（CV #武内駿輔 ）「嫌？嘘をつけ。意地悪され
c58357	v18641	石田 三成	@sengoku_eien	https://x.com/sengoku_eien/status/1958469380993700302	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【フェロモン×頭脳明晰】⚔️ 石田三成 ⚔️（CV #山谷祥生 ）「困ったときは、頼ってくだ
c58358	v18641	真田 幸村	@sengoku_eien	https://x.com/sengoku_eien/status/1959209250930254077	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【俺様×ツンデレ】⚔️ 真田幸村 ⚔️（CV #小野賢章 ）「俺の背中に隠れてろ。お前は必ず
c58359	v18641	武田 信玄	@sengoku_eien	https://x.com/sengoku_eien/status/1959209010667864149	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【大人×女たらし】⚔️ 武田信玄 ⚔️（CV #梅原裕一郎 ）「…おいで。大人の恋の駆け引き
c58360	v18641	上杉 謙信	@sengoku_eien	https://x.com/sengoku_eien/status/1958831525597774184	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【カリスマ×ヤンデレ】⚔️ 上杉謙信 ⚔️（CV #三浦祥朗 ）「俺は戦に生きて、死ぬ。女に
c58361	v18641	猿飛 佐助	@sengoku_eien	https://x.com/sengoku_eien/status/1959209503087616217	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【クール×マイペース】⚔️ 猿飛佐助 ⚔️（CV #赤羽根健治 ）「心配いらない。戦国ライフ
c58362	v18641	顕如	@sengoku_eien	https://x.com/sengoku_eien/status/1959571398319608023	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【非情×復讐鬼】⚔️ 顕如 ⚔️（CV #新垣樽助 ）「さて…どうやって泣かされたい？お嬢さ
c65766	v18641	森 蘭丸	@sengoku_eien	https://x.com/sengoku_eien/status/1958469628176580999	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【小悪魔×腹黒アイドル】⚔️ 森蘭丸 ⚔️（CV #蒼井翔太 ）「俺のこと、嫌い？嫌いじゃな
c65767	v18641	今川 義元	@sengoku_eien	https://x.com/sengoku_eien/status/1958832015538888969	プロフィール	2026-09-10	要確認 ｜ ◤ 武将プロフィール紹介 ◢【セクシー×浮世離れ】⚔️ 今川義元 ⚔️（CV #八代拓 ）「米がないなら、菓子を食べれば
c56351	v18643	塔の主	@psy_otomate	https://x.com/psy_otomate/status/780226709945671680	その他	2026-09-10	要確認 ｜ 【カウントダウン／塔の主】灰鷹のサイケデリカの発売まであと３日　#サイケデリカ pic.twitter.com/2RfJ
c56352	v18643	ラヴァン	@psy_otomate	https://x.com/psy_otomate/status/780952288399462401	その他	2026-09-10	要確認 ｜ 【カウントダウン／ラヴァン】灰鷹のサイケデリカの発売まであと１日　#サイケデリカ pic.twitter.com/nW1
c56353	v18643	レビ	@psy_otomate	https://x.com/psy_otomate/status/779864288500391940	その他	2026-09-10	要確認 ｜ 【カウントダウン／レビ】灰鷹のサイケデリカの発売まであと４日　#サイケデリカ pic.twitter.com/W4QM4
c56354	v18643	ルーガス	@psy_otomate	https://x.com/psy_otomate/status/780589059781464064	その他	2026-09-10	要確認 ｜ 【カウントダウン／ルーガス】灰鷹のサイケデリカの発売まであと２日　#サイケデリカ pic.twitter.com/Std
c56355	v18643	ヒュー	@psy_otomate	https://x.com/psy_otomate/status/778777179114962945	その他	2026-09-10	要確認 ｜ 【カウントダウン／ヒュー】灰鷹のサイケデリカの発売まであと７日　#サイケデリカ pic.twitter.com/JH1T
c39808	v1874	ユリウス・フォルトナー	@WOF_R_official	https://x.com/WOF_R_official/status/1673888963902443523	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑧💚ユリウス（CV. #櫻井孝宏 ）ユリウスは困ったように苦笑すると、ちょっとだけ視線をさまよわせる。
c39809	v1874	アルバロ ガレイ	@WOF_R_official	https://x.com/WOF_R_official/status/1674613737985024000	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑫💛アルバロ（CV. #鈴村健一）アルバロは無言で木に刺さったナイフを抜いた。そして……、それを手にし
c39810	v1874	ノエル ヴァルモール	@WOF_R_official	https://x.com/WOF_R_official/status/1673890211049377798	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑨🧡ノエル（CV. #鈴木千尋 ）「待って、ノエル！」すぐに帰ろうとするノエルを、私はあわてて呼び止め
c39811	v1874	ラギ エル ナギル	@WOF_R_official	https://x.com/WOF_R_official/status/1674252599011278848	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑪❤ラギ（CV. #柿原徹也 ）言葉に乗せ切れなかった怒りを乗せて、ラギは手近な岩壁を殴りつける。皮が
c39811	v1874	ラギ エル ナギル	@WOF_R_official	https://x.com/WOF_R_official/status/1673890211049377798	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑨🧡ノエル（CV. #鈴木千尋 ）「待って、ノエル！」すぐに帰ろうとするノエルを、私はあわてて呼び止め
c39812	v1874	エスト リナウド	@WOF_R_official	https://x.com/WOF_R_official/status/1674614986684125185	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑬💜エスト（CV. #入野自由 ）――エストが開いた手の中で、ぱっと柔らかな光が瞬いた。呪文を唱えずに
c39812	v1874	エスト リナウド	@WOF_R_official	https://x.com/WOF_R_official/status/1671717141836623874	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑤💜エスト（CV. #入野自由 ）「……レーナ・アンブラー」強い威力を秘めた漆黒の楔が、空中にいくつも
c39813	v1874	ビラール アサド イスナーン ファランバルド	@WOF_R_official	https://x.com/WOF_R_official/status/1674251352409513985	イベントCG	2026-09-10	紹介らしい ｜ 📢イベントCG紹介⑩💙ビラール（CV. #高橋広樹 ）涼やかな声と共に、美しい水の精霊が私たちの前に姿を現す。ぴりっと漂
c43763	v18833	ユーリア	@moju_hime	https://x.com/moju_hime/status/1786699622133694724	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介⑤】――《白鳥》――𝐇𝐞𝐧𝐫𝐲𝐤 -ヘンリク-CV.#木村良平 ヴェーク国王と王妃を暗殺したフベル
c43763	v18833	ユーリア	@moju_hime	https://x.com/moju_hime/status/1785851704505684094	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介③】――《カナリア》――𝐌𝐢𝐚𝐬 -ミアーシュ-CV.#代永翼 重傷を負ってロズム城の敷地内で倒れ
c43763	v18833	ユーリア	@moju_hime	https://x.com/moju_hime/status/1785584766764589416	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介②】――《猟犬》――𝐋𝐮𝐝𝐰𝐢𝐤 -ルドヴィク-CV.#日野聡４年前にロズム城にやってきた猟犬。主
c43765	v18833	ルドヴィク	@moju_hime	https://x.com/moju_hime/status/1785584766764589416	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介②】――《猟犬》――𝐋𝐮𝐝𝐰𝐢𝐤 -ルドヴィク-CV.#日野聡４年前にロズム城にやってきた猟犬。主
c43766	v18833	ミアーシュ	@moju_hime	https://x.com/moju_hime/status/1785851704505684094	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介③】――《カナリア》――𝐌𝐢𝐚𝐬 -ミアーシュ-CV.#代永翼 重傷を負ってロズム城の敷地内で倒れ
c43767	v18833	ユゼフ	@moju_hime	https://x.com/moju_hime/status/1786236007924564339	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介④】――《熊》――𝐉𝐨𝐳𝐞𝐟 -ユゼフ-CV.#羽多野渉 生まれてすぐ母親とはぐれ城の敷地内に迷い
c45761	v18833	ヘンリク	@moju_hime	https://x.com/moju_hime/status/1786699622133694724	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介⑤】――《白鳥》――𝐇𝐞𝐧𝐫𝐲𝐤 -ヘンリク-CV.#木村良平 ヴェーク国王と王妃を暗殺したフベル
c45762	v18833	魔術師	@moju_hime	https://x.com/moju_hime/status/1786938869255999924	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介⑥】――《フェレット》――𝐂𝐳𝐚𝐫𝐨𝐝𝐳𝐢𝐞𝐣 -魔術師-CV.#櫻井孝宏 主人公たちが道中で出会
c48268	v19012	クレイドル	@uq_tb_official	https://x.com/uq_tb_official/status/1946027142757638535	その他	2026-09-10	紹介らしい ｜ 《SHORT MOVIE-05》-お節介【AI】-クレイドル（CV.#柿原徹也）「今すぐ、その手を離しなさい。　検疫も済
c48269	v19012	シュド	@uq_tb_official	https://x.com/uq_tb_official/status/1944577714947564023	その他	2026-09-10	紹介らしい ｜ 《SHORT MOVIE-01》-正統派【主人公】-シュド（CV.#石川界人）「君に空を見せてあげるよ。約束だ」🔗htt
c48270	v19012	アタルヴァ	@uq_tb_official	https://x.com/uq_tb_official/status/1944939978435223586	その他	2026-09-10	紹介らしい ｜ 《SHORT MOVIE-02》-クール系【トラブルメイカー】-アタルヴァ（CV.#寺島拓篤）「俺は知りたいんだ。あの放
c48271	v19012	ヤジュル	@uq_tb_official	https://x.com/uq_tb_official/status/1945302369996300513	その他	2026-09-10	紹介らしい ｜ 《SHORT MOVIE-03》-年長者枠【ムードメーカー】-ヤジュル（CV.#近藤隆）「天国だったか地獄だったかって？
